"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"ipred","ipred","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.9-14",NA,"R (>= 2.10)","rpart (>= 3.1-8), MASS, survival, nnet, class, prodlim",NA,"mvtnorm, mlbench, TH.data, randomForest, party",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.3"
"IRdisplay","IRdisplay","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.1",NA,"R (>= 3.0.1)","methods, repr",NA,"testthat, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"IRkernel","IRkernel","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.3.2",NA,"R (>= 3.2.0)","repr (>= 0.4.99), methods, evaluate (>= 0.10), IRdisplay (>=
0.3.0.9999), pbdZMQ (>= 0.2-1), crayon, jsonlite (>= 0.9.6),
uuid, digest",NA,"testthat, roxygen2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"ISLR2","ISLR2","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.3-2",NA,"R (>= 3.5.0)",NA,NA,"MASS",NA,"GPL-2",NA,NA,NA,NA,"no","4.2.3"
"isoband","isoband","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.2.7",NA,NA,"grid, utils",NA,"covr, ggplot2, knitr, magick, microbenchmark, rmarkdown, sf,
testthat, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"ISOcodes","ISOcodes","C:/Users/Carolina/AppData/Local/R/win-library/4.2","2022.09.29",NA,"R (>= 3.5.0)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.2.1"
"iterators","iterators","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.0.14",NA,"R (>= 2.5.0), utils",NA,NA,"RUnit, foreach",NA,"Apache License (== 2.0)",NA,NA,NA,NA,"no","4.2.3"
"itertools","itertools","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.1-3",NA,"R (>= 2.14.0), iterators(>= 1.0.0)","parallel",NA,"foreach",NA,"GPL-2",NA,NA,NA,NA,"no","4.2.3"
"janeaustenr","janeaustenr","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.0.0",NA,"R (>= 3.5)",NA,NA,"dplyr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"janitor","janitor","C:/Users/Carolina/AppData/Local/R/win-library/4.2","2.2.0",NA,"R (>= 3.1.2)","dplyr (>= 1.0.0), hms, lifecycle, lubridate, magrittr, purrr,
rlang, stringi, stringr, snakecase (>= 0.9.2), tidyselect (>=
1.0.0), tidyr (>= 0.7.0)",NA,"dbplyr, knitr, rmarkdown, RSQLite, sf, testthat (>= 3.0.0),
tibble, tidygraph",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"jpeg","jpeg","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.1-10",NA,"R (>= 2.9.0)",NA,NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.2.2"
"jquerylib","jquerylib","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.1.4",NA,NA,"htmltools",NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"jsonify","jsonify","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.2.2",NA,"R (>= 3.3.0)","Rcpp (>= 0.12.18)","rapidjsonr (>= 1.2.0), Rcpp","covr, testthat, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"jsonlite","jsonlite","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.8.4",NA,"methods",NA,NA,"httr, vctrs, testthat, knitr, rmarkdown, R.rsp, sf",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"kableExtra","kableExtra","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.3.4",NA,"R (>= 3.1.0)","knitr (>= 1.16), magrittr, stringr (>= 1.0), xml2 (>= 1.1.1),
rvest, rmarkdown (>= 1.6.0), scales, viridisLite, stats,
grDevices, htmltools, rstudioapi, glue, tools, webshot, digest,
graphics, svglite",NA,"testthat, magick, formattable, sparkline",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"kernlab","kernlab","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.9-32",NA,"R (>= 2.10)","methods, stats, grDevices, graphics",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.2.2"
"KernSmooth","KernSmooth","C:/Users/Carolina/AppData/Local/R/win-library/4.2","2.23-20","recommended","R (>= 2.5.0), stats",NA,NA,"MASS, carData",NA,"Unlimited",NA,NA,NA,NA,"yes","4.2.3"
"klaR","klaR","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.7-2",NA,"R (>= 2.10.0), MASS","combinat, questionr, grDevices, stats, utils, graphics",NA,"scatterplot3d (>= 0.3-22), som, mlbench, rpart, e1071","clustMixType, randomForest, ClustVarLV","GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.2.3"
"knitr","knitr","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.42",NA,"R (>= 3.3.0)","evaluate (>= 0.15), highr, methods, yaml (>= 2.1.19), xfun (>=
0.34), tools",NA,"markdown (>= 1.3), formatR, testit, digest, rgl (>=
0.95.1201), codetools, rmarkdown, htmlwidgets (>= 0.7),
webshot, tikzDevice (>= 0.10), tinytex, reticulate (>= 1.4),
JuliaCall (>= 0.11.1), magick, png, jpeg, gifski, xml2 (>=
1.2.0), httr, DBI (>= 0.4-1), showtext, tibble, sass, bslib,
ragg, gridSVG, styler (>= 1.2.0), targets (>= 0.6.0)",NA,"GPL",NA,NA,NA,NA,"no","4.2.3"
"koRpus","koRpus","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.13-8",NA,"R (>= 3.0.0),sylly (>= 0.1-6)","data.table,methods,Matrix",NA,"testthat,tm,SnowballC,shiny,knitr,rmarkdown,koRpus.lang.de,koRpus.lang.en,koRpus.lang.es,koRpus.lang.fr,koRpus.lang.it,koRpus.lang.nl,koRpus.lang.pt,koRpus.lang.ru","rkward","GPL (>= 3)",NA,NA,NA,NA,"no","4.2.3"
"koRpus.lang.en","koRpus.lang.en","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.1-4",NA,"R (>= 3.1),koRpus (>= 0.11-2)","methods,sylly.en",NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.2.3"
"labeling","labeling","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.4.2",NA,NA,"stats, graphics",NA,NA,NA,"MIT + file LICENSE | Unlimited",NA,NA,NA,NA,"no","4.2.0"
"labelled","labelled","C:/Users/Carolina/AppData/Local/R/win-library/4.2","2.10.0",NA,"R (>= 3.0)","haven (>= 2.4.1), dplyr (>= 1.0.0), lifecycle, rlang, vctrs,
stringr, tidyr",NA,"testthat, knitr, rmarkdown, questionr, snakecase, utf8, covr,
spelling","memisc","GPL-3",NA,NA,NA,NA,"no","4.2.3"
"languageserver","languageserver","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.3.15",NA,"R (>= 3.4.0)","callr (>= 3.0.0), collections (>= 0.3.0), fs (>= 1.3.1),
jsonlite (>= 1.6), lintr (>= 3.0.0), parallel, R6 (>= 2.4.1),
roxygen2 (>= 7.0.0), stringi (>= 1.1.7), styler (>= 1.5.1),
tools, utils, xml2 (>= 1.2.2), xmlparsedata (>= 1.0.3)",NA,"covr (>= 3.4.0), magrittr (>= 1.5), mockery (>= 0.4.2),
pacman, processx (>= 3.4.1), purrr (>= 0.3.3), testthat (>=
2.1.0), withr (>= 2.3.0), rmarkdown (>= 2.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"lars","lars","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.3",NA,"R (>= 2.10)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.2.0"
"later","later","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.3.0",NA,NA,"Rcpp (>= 0.12.9), rlang","Rcpp","knitr, rmarkdown, testthat (>= 2.1.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"lattice","lattice","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.21-8","recommended","R (>= 4.0.0)","grid, grDevices, graphics, stats, utils",NA,"KernSmooth, MASS, latticeExtra, colorspace","chron","GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.3"
"latticeExtra","latticeExtra","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.6-30",NA,"R (>= 3.6.0), lattice","grid, stats, utils, grDevices, png, jpeg, RColorBrewer,
interp, MASS",NA,"maps, mapproj, deldir, quantreg, zoo, mgcv",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.3"
"lava","lava","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.7.2.1",NA,"R (>= 3.0)","future.apply, grDevices, graphics, methods, numDeriv,
progressr, stats, survival, SQUAREM, utils",NA,"KernSmooth, Matrix, Rgraphviz, data.table, ellipse, fields,
geepack, graph, knitr, bookdown, rmarkdown, igraph (>= 0.6),
lavaSearch2, lme4, mets (>= 1.1), nlme, optimx, polycor,
quantreg, rgl, R.rsp (>= 0.40), targeted (>= 0.2), testthat (>=
0.11), visNetwork, zoo",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.3"
"lavaan","lavaan","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.6-15",NA,"R(>= 3.4)","methods, stats4, stats, utils, graphics, MASS, mnormt,
pbivnorm, numDeriv, quadprog",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.3"
"lazyeval","lazyeval","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.2.2",NA,"R (>= 3.1.0)",NA,NA,"knitr, rmarkdown (>= 0.2.65), testthat, covr",NA,"GPL-3",NA,NA,NA,NA,"yes","4.2.3"
"lda","lda","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.4.2",NA,"R (>= 2.10)",NA,NA,"Matrix, reshape2, ggplot2 (>= 1.0.0), penalized, nnet",NA,"LGPL",NA,NA,NA,NA,"yes","4.2.3"
"LDAvis","LDAvis","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.3.2",NA,"R (>= 2.10)","proxy, RJSONIO, parallel",NA,"mallet, lda, topicmodels, gistr (>= 0.0.8.99), servr, shiny,
knitr, rmarkdown, digest, htmltools",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"leaflet","leaflet","C:/Users/Carolina/AppData/Local/R/win-library/4.2","2.1.2",NA,"R (>= 3.1.0)","base64enc, crosstalk, htmlwidgets (>= 1.5.4), htmltools,
magrittr, markdown, methods, png, RColorBrewer, raster, scales
(>= 1.0.0), sp, stats, viridis (>= 0.5.1), leaflet.providers
(>= 1.8.0)",NA,"knitr, maps, sf (>= 0.9-6), shiny, rgdal, rgeos, R6, RJSONIO,
purrr, testthat (>= 3.0.0), s2",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.3"
"leaflet.providers","leaflet.providers","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.9.0",NA,"R (>= 2.10)",NA,NA,"V8, jsonlite, testthat (>= 2.1.0)",NA,"BSD_2_clause + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"leaps","leaps","C:/Users/Carolina/AppData/Local/R/win-library/4.2","3.1",NA,"",NA,NA,"biglm",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.3"
"learnr","learnr","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.11.3",NA,NA,"checkmate, curl, digest, ellipsis (>= 0.2.0.1), evaluate,
htmltools (>= 0.3.5), htmlwidgets, jsonlite, knitr (>= 1.31),
lifecycle, markdown (>= 1.3), parallel, promises, rappdirs,
renv (>= 0.8.0), rlang, rmarkdown (>= 1.12.0), rprojroot, shiny
(>= 1.0), stats, utils, withr",NA,"bslib, callr, DBI (>= 0.4-1), httpuv, later, reticulate,
RSQLite, rstudioapi (>= 0.11), shinytest2, sortable, testthat
(>= 3.0.3)",NA,"Apache License (>= 2.0)",NA,NA,NA,NA,"no","4.2.3"
"lexicon","lexicon","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.2.1",NA,"R (>= 3.2.2)","data.table, syuzhet (>= 1.0.1)",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","4.2.3"
"lhs","lhs","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.1.6",NA,"R (>= 3.4.0)","Rcpp","Rcpp","testthat, assertthat, DoE.base, knitr, rmarkdown",NA,"GPL-3",NA,NA,NA,NA,"yes","4.2.3"
"LiblineaR","LiblineaR","C:/Users/Carolina/AppData/Local/R/win-library/4.2","2.10-22",NA,NA,"methods",NA,"SparseM, Matrix",NA,"GPL-2",NA,NA,NA,NA,"yes","4.2.3"
"lifecycle","lifecycle","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.0.3",NA,"R (>= 3.4)","cli (>= 3.4.0), glue, rlang (>= 1.0.6)",NA,"covr, crayon, knitr, lintr, rmarkdown, testthat (>= 3.0.1),
tibble, tidyverse, tools, vctrs, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"lintr","lintr","C:/Users/Carolina/AppData/Local/R/win-library/4.2","3.0.2",NA,"R (>= 3.2)","backports, codetools, crayon, cyclocomp, digest, glue,
jsonlite, knitr, rex, stats, utils, xml2 (>= 1.0.0),
xmlparsedata (>= 1.0.5)",NA,"covr, httr (>= 1.2.1), mockery, patrick, pkgdown, rmarkdown,
rstudioapi (>= 0.2), testthat (>= 3.0.0), tibble, withr (>=
2.5.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"listenv","listenv","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.9.0",NA,"R (>= 3.1.2)",NA,NA,"R.utils, R.rsp, markdown",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.2.3"
"lme4","lme4","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.1-32",NA,"R (>= 3.5.0), Matrix (>= 1.2-1), methods, stats","graphics, grid, splines, utils, parallel, MASS, lattice, boot,
nlme (>= 3.1-123), minqa (>= 1.1.15), nloptr (>= 1.0.4)","Rcpp (>= 0.10.5), RcppEigen","knitr, rmarkdown, MEMSS, testthat (>= 0.8.1), ggplot2,
mlmRev, optimx (>= 2013.8.6), gamm4, pbkrtest, HSAUR3,
numDeriv, car, dfoptim, mgcv, statmod, rr2, semEff, tibble,
merDeriv",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.3"
"lmerTest","lmerTest","C:/Users/Carolina/AppData/Local/R/win-library/4.2","3.1-3",NA,"R (>= 3.2.5), lme4 (>= 1.1-10), stats, methods","numDeriv, MASS, ggplot2",NA,"pbkrtest (>= 0.4-3), tools",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.3"
"lmodel2","lmodel2","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.7-3",NA,"R (>= 2.14.0)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.2.0"
"lmom","lmom","C:/Users/Carolina/AppData/Local/R/win-library/4.2","2.9",NA,"R (>= 3.0.0)","stats, graphics",NA,NA,NA,"Common Public License Version 1.0",NA,NA,NA,NA,"yes","4.2.0"
"lmtest","lmtest","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.9-40",NA,"R (>= 3.0.0), stats, zoo","graphics",NA,"car, strucchange, sandwich, dynlm, stats4, survival, AER",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.2.3"
"lpSolve","lpSolve","C:/Users/Carolina/AppData/Local/R/win-library/4.2","5.6.18",NA,NA,NA,NA,NA,NA,"LGPL-2",NA,NA,NA,NA,"yes","4.2.2"
"lsr","lsr","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.5.2",NA,NA,"graphics, grDevices, methods, stats",NA,"testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"lubridate","lubridate","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.9.2",NA,"methods, R (>= 3.2)","generics, timechange (>= 0.1.1)",NA,"covr, knitr, rmarkdown, testthat (>= 2.1.0), vctrs (>= 0.5.0)","chron, data.table, timeDate, tis, zoo","GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.3"
"magick","magick","C:/Users/Carolina/AppData/Local/R/win-library/4.2","2.7.4",NA,NA,"Rcpp (>= 0.12.12), magrittr, curl","Rcpp","av (>= 0.3), spelling, jsonlite, methods, knitr, rmarkdown,
rsvg, webp, pdftools, ggplot2, gapminder, IRdisplay, tesseract
(>= 2.0), gifski",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"magrittr","magrittr","C:/Users/Carolina/AppData/Local/R/win-library/4.2","2.0.3",NA,"R (>= 3.4.0)",NA,NA,"covr, knitr, rlang, rmarkdown, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"mapboxapi","mapboxapi","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.5",NA,"R (>= 3.3.0)","httr, sf, jsonlite, purrr, curl, dplyr (>= 1.0.0), tidyr (>=
1.0.0), aws.s3, stringi, slippymath, protolite, rlang,
geojsonsf, magick, leaflet, units, raster, png, jpeg",NA,"ggspatial, grDevices, mapdeck, tigris, tidycensus, tmap,
mapboxer, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"mapproj","mapproj","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.2.11",NA,"R (>= 3.0.0), maps (>= 2.3-0)","stats, graphics",NA,NA,NA,"Lucent Public License",NA,NA,NA,NA,"yes","4.2.3"
"maps","maps","C:/Users/Carolina/AppData/Local/R/win-library/4.2","3.4.1",NA,"R (>= 3.5.0)","graphics, utils",NA,"mapproj (>= 1.2-0), mapdata (>= 2.3.0), sp, rnaturalearth",NA,"GPL-2",NA,NA,NA,NA,"yes","4.2.3"
"mapsPERU","mapsPERU","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.0.2",NA,"R (>= 3.5.0)","tibble",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","4.2.3"
"maptools","maptools","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.1-6",NA,"R (>= 2.10), sp (>= 1.0-11)","foreign (>= 0.8), methods, grid, lattice, stats, utils,
grDevices",NA,"rgeos (>= 0.1-8), spatstat.geom (>= 1.65-0), PBSmapping,
maps, RColorBrewer, raster, polyclip, plotrix, spatstat.linnet
(>= 1.65-3), spatstat.utils (>= 1.19.0), spatstat (>= 2.0-0)","gpclib","GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.3"
"markdown","markdown","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.6",NA,"R (>= 2.11.1)","utils, commonmark (>= 1.9.0), xfun (>= 0.38)",NA,"knitr, rmarkdown (>= 2.18), yaml, RCurl",NA,"GPL-2",NA,NA,NA,NA,"no","4.2.3"
"MASS","MASS","C:/Users/Carolina/AppData/Local/R/win-library/4.2","7.3-58.3","recommended","R (>= 3.3.0), grDevices, graphics, stats, utils","methods",NA,"lattice, nlme, nnet, survival",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.2.3"
"Matrix","Matrix","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.5-4","recommended","R (>= 3.5.0), methods","graphics, grid, lattice, stats, utils",NA,"expm, MASS","MatrixModels, graph, SparseM, sfsmisc, igraph, maptools, sp,
spdep","GPL (>= 2) | file LICENCE",NA,NA,NA,NA,"yes","4.2.3"
"MatrixModels","MatrixModels","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.5-1",NA,"R (>= 3.6.0)","stats, methods, Matrix (>= 1.4-2)",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.3"
"matrixStats","matrixStats","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.63.0",NA,"R (>= 2.12.0)",NA,NA,"base64enc, ggplot2, knitr, markdown, microbenchmark,
R.devices, R.rsp",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.2.3"
"mclust","mclust","C:/Users/Carolina/AppData/Local/R/win-library/4.2","6.0.0",NA,"R (>= 3.0)","stats, utils, graphics, grDevices",NA,"knitr (>= 1.12), rmarkdown (>= 0.9), mix (>= 1.0), geometry
(>= 0.3-6), MASS",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.3"
"mctest","mctest","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.3.1",NA,"R (>= 3.4), stats","graphics",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.0"
"memoise","memoise","C:/Users/Carolina/AppData/Local/R/win-library/4.2","2.0.1",NA,NA,"rlang (>= 0.4.10), cachem",NA,"digest, aws.s3, covr, googleAuthR, googleCloudStorageR, httr,
testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"mgcv","mgcv","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.8-42","recommended","R (>= 3.6.0), nlme (>= 3.1-64)","methods, stats, graphics, Matrix, splines, utils",NA,"parallel, survival, MASS",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.3"
"mgsub","mgsub","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.7.3",NA,NA,NA,NA,"covr, testthat, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"mi","mi","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.1",NA,"R (>= 3.0.0), methods, Matrix, stats4","arm (>= 1.4-11)",NA,"betareg, lattice, knitr, MASS, nnet, parallel, sn, survival,
truncnorm, foreign",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.3"
"mice","mice","C:/Users/Carolina/AppData/Local/R/win-library/4.2","3.15.0",NA,"R (>= 2.10.0)","broom, dplyr, generics, graphics, grDevices, lattice, methods,
Rcpp, rlang, stats, tidyr, utils","cpp11, Rcpp","broom.mixed, decor, future, furrr, glmnet, haven, knitr,
lme4, lmtest, MASS, metafor, mitml, miceadds, nnet, pan,
parallelly, purrr, randomForest, ranger, rmarkdown, rpart,
rstan, survival, testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.3"
"mime","mime","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.12",NA,NA,"tools",NA,NA,NA,"GPL",NA,NA,NA,NA,"yes","4.2.0"
"miniUI","miniUI","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.1.1.1",NA,NA,"shiny (>= 0.13), htmltools (>= 0.3), utils",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","4.2.3"
"minqa","minqa","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.2.5",NA,NA,"Rcpp (>= 0.9.10)","Rcpp",NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.2.3"
"missForest","missForest","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.5",NA,NA,"randomForest,foreach,itertools,iterators,doRNG",NA,"doParallel",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.3"
"mitools","mitools","C:/Users/Carolina/AppData/Local/R/win-library/4.2","2.4",NA,NA,"DBI, methods, stats",NA,"RODBC, foreign",NA,"GPL-2",NA,NA,NA,NA,"no","4.2.3"
"mlbench","mlbench","C:/Users/Carolina/AppData/Local/R/win-library/4.2","2.1-3",NA,"R (>= 2.10)",NA,NA,"lattice",NA,"GPL-2",NA,NA,NA,NA,"yes","4.2.3"
"mlr","mlr","C:/Users/Carolina/AppData/Local/R/win-library/4.2","2.19.1",NA,"ParamHelpers (>= 1.10), R (>= 3.0.2)","backports (>= 1.1.0), BBmisc (>= 1.11), checkmate (>= 1.8.2),
data.table (>= 1.12.4), ggplot2, methods, parallelMap (>= 1.3),
stats, stringi, survival, utils, XML",NA,"ada, adabag, bartMachine, batchtools, bit64, brnn, bst, C50,
care, caret (>= 6.0-57), class, clue, cluster, ClusterR,
clusterSim (>= 0.44-5), cmaes, cowplot, crs, Cubist, deepnet,
DiceKriging, e1071, earth, elasticnet, emoa, evtree, fda.usc,
FDboost, FNN, forecast (>= 8.3), fpc, frbs, FSelector,
FSelectorRcpp (>= 0.3.5), gbm, GenSA, ggpubr, glmnet, GPfit,
h2o (>= 3.6.0.8), Hmisc, irace (>= 2.0), kernlab, kknn, klaR,
knitr, laGP, LiblineaR, lintr (>= 1.0.0.9001), MASS, mboost,
mco, mda, memoise, mlbench, mldr, mlrMBO, mmpf, modeltools,
mRMRe, neuralnet, nnet, numDeriv, pamr, pander, party, pec,
penalized (>= 0.9-47), pls, PMCMRplus, praznik (>= 5.0.0),
randomForest, ranger (>= 0.8.0), rappdirs, refund, rex, rFerns,
rgenoud, rmarkdown, Rmpi, ROCR, rotationForest, rpart, RRF,
rsm, RSNNS, rucrdtw, RWeka, sda, sf, smoof, sparseLDA, stepPlr,
survAUC, svglite, SwarmSVM, testthat, tgp, TH.data, tidyr,
tsfeatures, vdiffr, wavelets, xgboost (>= 0.7)",NA,"BSD_2_clause + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"mnormt","mnormt","C:/Users/Carolina/AppData/Local/R/win-library/4.2","2.1.1",NA,"R (>= 2.2.0)",NA,NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.2.1"
"modeldata","modeldata","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.1.0",NA,"R (>= 3.4)","dplyr, MASS, purrr, rlang, tibble",NA,"covr, testthat (>= 3.0.0), ggplot2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"modelenv","modelenv","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.1.1",NA,NA,"glue, rlang, tibble, vctrs",NA,"covr, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"ModelMetrics","ModelMetrics","C:/Users/Carolina/AppData/Local/R/win-library/4.2","1.2.2.2",NA,"R (>= 3.2.2)","Rcpp, data.table","Rcpp","testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.3"
"modelr","modelr","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.1.11",NA,"R (>= 3.2)","broom, magrittr, purrr (>= 0.2.2), rlang (>= 1.0.6), tibble,
tidyr (>= 0.8.0), tidyselect, vctrs",NA,"compiler, covr, ggplot2, testthat (>= 3.0.0)",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.3"
"modeltools","modeltools","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.2-23",NA,"stats, stats4","methods",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.2.0"
"moments","moments","C:/Users/Carolina/AppData/Local/R/win-library/4.2","0.14.1",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.0"
